folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,nivel,anio,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p7,p7_3,p8_1,p8_2,p9,p10,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p13,p13_3,p14_1,p14_2,p15,p16,p17,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p26,p27,p28,p29,p30,p31,p32,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl,material_leido,cond_act_segmentado,nivel_segmentado
12B221,1,40002,2,1,0,1,14,224,1,52,3,3,9,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,36731,4,4,2,0,0,0,2,0,0,1
12B221,1,40002,1,1,0,1,14,224,1,55,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,9183,4,4,2,0,0,0,2,0,2,1
12B221,1,40002,3,1,0,1,14,224,1,59,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,36731,4,4,2,0,0,0,2,0,2,1
12B221,1,40002,4,1,0,2,14,224,1,30,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,18365,4,4,2,0,0,0,2,0,2,1
11B213,1,40003,1,1,0,1,14,224,1,54,3,3,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,2,0,1,2,1,20,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,7488,3,3,1,0,0,1,1,1,2,1
11B213,1,40003,2,1,0,1,14,224,1,30,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,3,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7488,3,3,1,0,0,0,2,0,2,1
11B213,1,40003,4,1,0,1,14,224,2,66,2,6,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,7488,4,4,2,0,0,0,2,0,0,0
11B213,1,40003,3,1,0,2,14,224,2,45,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,37436,4,4,2,0,0,0,2,0,0,1
12A227,1,40028,2,1,0,1,14,224,1,26,4,3,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,1,2,2,1,2,2,2,0,1,2,1,1,4,1,2,1,1,1,2,0,1,2,2,20,2,0,2,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,7219,3,3,1,0,1,1,1,3,2,1
12A227,1,40028,3,1,0,1,14,224,2,41,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,14438,3,3,1,0,0,0,2,0,2,1
12A227,1,40028,1,1,0,1,14,224,2,34,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,1,2,2,1,2,1,2,0,1,1,1,1,1,1,1,7219,3,3,1,0,0,0,2,0,2,1
12A227,1,40028,4,1,0,1,14,224,1,47,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,14438,3,3,1,0,0,0,2,0,2,1
12B213,1,40034,2,1,0,1,14,224,1,54,7,5,1,1,1,1,2,2,2,1,1,4,2,2,1,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,16866,1,2,1,2,0,0,1,1,2,2
12B213,1,40034,4,1,0,2,14,224,2,24,7,4,7,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,33732,1,2,1,2,0,0,1,2,0,2
12B213,1,40034,3,1,0,1,14,224,1,37,4,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,16866,3,3,1,0,0,0,2,0,2,1
12B213,1,40034,1,1,0,2,14,224,2,58,4,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,33732,4,4,2,0,0,0,2,0,2,1
13B216,1,40041,3,1,0,3,14,224,1,22,4,3,6,1,1,1,2,2,2,1,3,2,2,1,2,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,41846,1,2,1,2,0,0,1,3,1,1
13B216,1,40041,4,1,0,1,14,224,1,41,7,5,1,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,10462,1,2,1,2,0,0,1,2,2,2
13B216,1,40041,2,1,0,2,14,224,1,23,4,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,20923,4,4,2,0,0,0,2,0,2,1
11B216,1,40044,1,1,0,2,14,224,2,29,4,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,15088,4,4,2,0,0,0,2,0,0,1
11B216,1,40044,2,1,0,1,14,224,1,59,4,3,8,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,22631,4,4,2,0,0,0,2,0,0,1
11B216,1,40044,4,1,0,2,14,224,2,41,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,15088,4,4,2,0,0,0,2,0,0,1
11B216,1,40044,3,1,0,1,14,224,1,40,2,6,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,3,10,1,2,1,20,2,0,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,15088,3,3,1,0,0,1,1,2,2,0
13B222,1,40194,3,1,0,2,14,224,2,18,4,3,6,1,1,1,2,2,2,1,3,2,2,1,2,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,3,2,0,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,38673,1,2,1,2,0,0,1,3,1,1
13B222,1,40194,4,1,0,1,14,224,1,35,7,5,1,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,3,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,38673,1,2,1,1,0,0,1,2,2,2
13B222,1,40194,1,1,0,2,14,224,2,55,2,6,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,77348,4,4,2,0,0,0,2,0,2,0
13B222,1,40194,2,1,0,2,14,224,2,43,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,1,2,0,2,0,1,2,1,1,2,38673,4,4,2,0,0,0,2,0,0,1
11B222,1,40198,3,1,0,1,14,224,2,40,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,8033,4,4,2,0,0,0,2,0,2,1
11B222,1,40198,4,1,0,1,14,224,1,26,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,16065,4,4,2,0,0,0,2,0,2,1
11B222,1,40198,1,1,0,2,14,224,2,32,7,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,16065,4,4,2,0,0,0,2,0,2,2
11B222,1,40198,2,1,0,1,14,224,2,40,2,6,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,8033,4,4,2,0,0,0,2,0,2,0
11A228,1,40257,3,1,0,2,14,224,2,19,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,15435,4,4,2,0,0,0,2,0,2,1
11A228,1,40257,2,1,0,1,14,224,2,43,2,6,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,7717,4,4,2,0,0,0,2,0,2,0
11A228,1,40257,1,1,0,2,14,224,2,64,6,3,1,1,1,1,2,2,2,2,1,4,2,2,2,1,2,2,3,120,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,2,23153,1,1,1,1,0,0,1,1,2,1
12B214,1,40260,3,1,0,1,14,224,1,31,3,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,15051,3,3,1,0,0,0,2,0,2,1
12B214,1,40260,4,1,0,2,14,224,1,58,3,3,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,2,0,1,2,1,10,2,0,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,22576,3,3,1,0,0,1,1,1,2,1
12B214,1,40260,2,1,0,1,14,224,1,49,7,5,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,15051,4,4,2,0,0,0,2,0,2,2
12B214,1,40260,1,1,0,2,14,224,1,50,3,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,3,2,0,2,2,2,1,2,2,2,0,1,1,1,1,1,1,1,15051,3,3,1,0,0,0,2,0,2,1
12A228,1,40288,2,1,0,1,14,224,1,56,6,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,15237,4,4,2,0,0,0,2,0,2,1
12A228,1,40288,1,1,0,3,14,224,2,28,7,5,1,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,22855,1,2,1,1,0,0,1,2,2,2
12A228,1,40288,3,1,0,1,14,224,1,28,3,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,7618,3,3,1,0,0,0,2,0,2,1
12A228,1,40288,4,1,0,1,14,224,1,70,3,3,8,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,2,0,1,2,1,15,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,15237,3,3,1,0,0,1,1,1,0,1
12B215,1,40356,2,1,0,2,14,224,1,56,7,5,1,1,1,1,2,2,2,2,3,4,2,2,1,1,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,2,3,2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,12811,1,1,1,2,0,0,1,3,2,2
12B215,1,40356,3,1,0,2,14,224,1,37,7,5,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,3,2,0,2,2,2,2,1,2,2,0,1,1,1,1,1,1,1,12811,3,3,1,0,0,0,2,0,2,2
12B215,1,40356,4,1,0,2,14,224,2,40,7,5,1,1,1,1,2,2,2,1,2,4,2,2,1,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,19217,1,2,1,2,0,0,1,2,2,2
12B215,1,40356,1,1,0,2,14,224,2,53,7,5,1,1,1,1,2,2,2,2,2,4,2,2,2,1,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,12811,1,1,1,1,0,0,1,2,2,2
12B221,2,40003,2,1,0,1,21,224,1,48,4,3,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,2,2,2,2,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,60,1,6,4,4,1,0,1,2,2,1,2,1,2,0,1,1,1,2,2,2,2,11162,1,3,1,0,1,0,1,10,2,1
12B221,2,40003,3,1,0,2,21,224,1,26,3,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,3,3,2,0,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,16743,3,3,1,0,0,0,2,0,2,1
12B221,2,40003,4,1,0,1,21,224,1,66,2,6,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,1,2,0,2,1,2,30,1,6,2,2,2,0,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,11162,1,3,1,0,0,2,1,4,2,0
12B216,2,40008,1,1,0,2,21,224,2,21,7,2,6,1,1,1,1,2,2,1,5,2,1,1,1,2,2,2,2,0,2,1,1,7,2,2,2,1,2,2,1,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,4,4,1,0,1,2,1,1,2,1,1,2,1,4,1,1,1,1,2,13424,1,2,1,2,1,0,1,12,1,2
12B216,2,40008,4,1,0,1,21,224,1,60,3,3,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,1,1,1,3,70,2,1,1,20,2,0,2,3,1,0,2,2,2,2,1,1,1,3,1,1,1,3,3,3,3,26847,1,3,1,0,0,2,1,7,2,1
12B216,2,40008,3,1,0,1,21,224,1,30,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,20136,4,4,2,0,0,0,2,0,2,1
12A227,2,40060,1,1,0,1,21,224,2,30,7,5,1,1,1,1,1,2,2,1,4,1,2,1,1,1,2,2,3,3000,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,60,1,6,3,4,1,0,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,17151,1,2,1,2,1,0,1,5,2,2
12A227,2,40060,2,1,0,1,21,224,1,66,3,3,1,1,1,1,2,2,2,1,8,4,2,2,1,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,17151,1,2,1,2,0,0,1,8,2,1
12A227,2,40060,4,1,0,1,21,224,2,62,7,5,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,3,2,2,0,3,0,1,2,1,3,2,8575,3,3,1,0,0,0,2,0,2,2
11A227,2,40091,2,1,0,1,21,224,2,72,2,1,1,1,1,1,2,2,2,2,1,5,2,2,2,2,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,3,2,0,2,2,2,2,2,2,2,0,2,0,1,2,3,1,2,18783,1,1,1,2,0,0,1,1,2,0
11A227,2,40091,4,1,0,1,21,224,2,67,2,6,8,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,1,2,2,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,1,2,2,2,2,2,3,0,2,0,1,2,1,3,2,6261,3,3,1,0,1,0,1,2,0,0
11A227,2,40091,1,1,0,1,21,224,1,36,2,6,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,3,0,1,3,3,2,2,6261,4,4,2,0,0,0,2,0,2,0
11B213,2,40101,4,1,0,1,21,224,1,25,4,3,1,1,1,1,2,2,2,1,4,2,2,1,2,2,2,2,3,1000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,3,4,1,0,2,2,1,1,2,2,2,0,2,0,1,1,1,2,1,18544,1,2,1,2,0,0,1,4,2,1
11B213,2,40101,1,1,1,1,21,224,2,66,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272,0,0,0,0,0,0,0,0,2,0
11B213,2,40101,2,1,0,2,21,224,2,60,0,,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,18544,4,4,2,0,0,0,2,0,2,0
11B213,2,40101,3,1,0,2,21,224,2,52,3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,46360,4,4,2,0,0,0,2,0,2,1
11B221,2,40103,3,1,0,1,21,224,2,31,4,3,1,1,1,1,2,2,2,1,1,4,2,2,2,1,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,2,3,2,0,2,2,2,2,1,1,2,0,1,2,1,1,1,1,1,10268,1,2,1,1,0,0,1,1,2,1
11B221,2,40103,2,1,0,1,21,224,2,43,6,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,1000,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,3,3,2,0,2,2,2,1,2,1,1,1,1,3,1,1,1,1,1,51337,1,1,1,2,0,0,1,2,2,1
11B221,2,40103,1,1,0,1,21,224,2,33,7,3,1,1,1,1,2,2,2,1,2,4,1,2,2,1,2,2,3,400,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,3,4,4,1,0,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10268,1,2,1,1,0,0,1,2,2,2
11B221,2,40103,4,1,0,2,21,224,2,31,3,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,2,1,1,1,1,2,41069,4,4,2,0,0,0,2,0,0,1
13B213,2,40134,4,1,0,1,21,224,1,41,7,4,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,0,1,6,1,1,1,1,1,27631,4,4,2,0,0,0,2,0,2,2
11B214,2,40167,2,1,0,3,21,224,1,33,2,6,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,0,2,0,1,3,3,3,3,50984,4,4,2,0,0,0,2,0,2,0
11B214,2,40167,3,1,0,1,21,224,1,60,0,,7,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,3,10,2,1,1,30,2,0,2,3,2,0,2,2,2,2,3,3,3,0,2,0,1,3,2,2,2,16995,3,3,1,0,0,2,1,1,0,0
