edad,sexo,entidad,nivel_segmentado,cond_act_segmentado,p26
25,1,Centro,2,2,30
26,2,Centro,2,1,30
21,1,Centro,1,2,0
49,2,Centro,1,0,15
19,1,Centro,1,2,60
27,2,Centro,1,2,30
53,2,Centro,1,0,0
32,2,Centro,1,2,20
41,2,Centro,1,2,0
23,1,Centro,2,2,40
44,2,Centro,1,2,20
69,2,Centro,2,2,0
76,2,Centro,0,0,0
38,2,Centro,2,2,70
68,2,Centro,1,0,30
52,2,Centro,1,2,30
53,1,Centro,1,2,20
25,2,Centro,1,0,30
56,2,Centro,1,0,60
69,2,Centro,0,0,10
36,2,Centro,1,0,30
41,1,Centro,1,2,20
72,2,Centro,1,0,30
54,2,Centro,0,0,0
79,1,Centro,2,0,15
31,2,Centro,1,2,0
36,1,Centro,1,2,0
54,2,Centro,1,2,30
57,2,Centro,1,0,30
29,2,Centro,1,2,0
21,2,Centro,1,2,0
42,2,Centro,1,2,30
39,2,Centro,1,2,0
79,2,Centro,1,0,60
55,1,Centro,1,2,45
54,1,Centro,1,0,0
42,2,Centro,2,0,90
63,1,Centro,0,0,0
74,2,Centro,0,2,0
49,2,Centro,1,2,30
49,2,Centro,0,2,0
58,2,Centro,1,0,0
54,1,Centro,1,2,30
58,2,Centro,0,0,0
42,2,Centro,1,2,0
30,2,Centro,1,2,50
34,2,Centro,1,2,0
32,1,Centro,2,2,40
63,1,Centro,0,0,0
74,2,Centro,0,2,0
61,1,Centro,0,2,0
79,2,Centro,1,2,0
32,2,Centro,1,0,0
51,1,Centro,1,2,0
29,1,Centro,1,2,0
75,1,Centro,0,0,0
22,2,Centro,1,2,0
29,1,Centro,1,2,20
74,2,Centro,0,0,20
41,1,Centro,1,2,15
41,2,Centro,1,0,0
46,2,Centro,1,2,0
49,1,Centro,2,2,30
65,2,Centro,1,0,0
64,2,Centro,0,2,0
32,2,Centro,2,2,30
39,2,Centro,1,2,30
52,2,Centro,1,2,0
35,2,Centro,1,2,0
42,2,Centro,2,2,30
60,2,Centro,2,0,0
74,1,Centro,1,0,0
70,1,Centro,0,0,0
37,2,Centro,0,0,0
28,1,Centro,1,2,0
58,1,Centro,0,2,0
43,1,Centro,1,2,0
78,1,Centro,0,0,0
38,1,Centro,1,2,0
83,1,Centro,0,0,0
65,2,Centro,0,0,0
41,1,Centro,2,2,120
59,1,Centro,1,0,45
47,1,Centro,2,2,60
66,1,Centro,2,0,120
73,1,Centro,2,2,120
58,1,Centro,2,2,120
37,2,Centro,2,2,60
19,1,Centro,1,2,0
65,2,Centro,0,2,0
70,2,Centro,1,0,0
76,2,Centro,1,0,0
42,1,Centro,2,2,120
48,2,Centro,1,2,0
48,1,Centro,1,2,0
50,2,Centro,1,2,0
36,1,Centro,1,2,120
52,2,Centro,2,2,0
18,1,Centro,1,2,45
45,2,Centro,1,0,120
50,1,Centro,2,2,0
60,2,Centro,1,0,60
74,2,Centro,1,0,0
29,2,Centro,2,2,90
58,1,Centro,2,2,45
49,1,Centro,2,2,45
46,2,Centro,1,2,0
33,2,Centro,1,0,35
36,1,Centro,1,2,0
25,2,Centro,2,2,120
59,2,Centro,0,0,0
71,1,Centro,2,2,30
58,1,Centro,2,2,30
23,2,Centro,2,1,45
27,1,Centro,1,2,30
47,1,Centro,1,2,60
69,2,Centro,0,2,30
65,1,Centro,2,2,0
32,1,Centro,2,2,30
35,1,Centro,0,2,0
62,1,Centro,2,2,30
41,1,Centro,2,2,90
47,2,Centro,2,0,30
37,1,Centro,1,2,0
84,2,Centro,0,0,0
42,2,Centro,2,2,30
70,2,Centro,0,2,0
37,2,Centro,2,2,120
55,2,Centro,0,0,10
21,1,Centro,1,2,0
33,2,Centro,2,2,30
66,1,Centro,1,2,0
41,2,Centro,2,2,60
37,2,Centro,2,0,0
23,2,Centro,2,1,180
41,2,Centro,2,2,15
39,2,Centro,1,0,0
33,2,Centro,2,2,60
70,1,Centro,1,0,0
56,2,Centro,1,2,30
33,2,Centro,1,1,20
69,1,Centro,1,2,0
45,2,Centro,2,2,60
33,1,Centro,1,2,15
72,2,Centro,0,0,0
57,2,Centro,0,0,0
21,2,Centro,2,1,60
46,2,Centro,1,1,0
38,1,Centro,1,2,5
69,1,Centro,0,2,0
36,1,Centro,1,2,30
50,2,Centro,1,0,0
53,1,Centro,2,2,15
68,1,Centro,0,0,30
47,2,Centro,2,2,60
20,2,Centro,2,1,40
54,2,Centro,1,2,30
26,1,Centro,2,2,60
64,1,Centro,2,2,60
64,1,Centro,0,2,30
60,2,Centro,1,2,60
80,2,Centro,0,0,10
44,2,Centro,1,0,15
76,2,Centro,2,0,30
47,2,Centro,1,2,30
24,2,Centro,2,2,30
54,2,Centro,1,0,0
30,1,Centro,1,2,0
39,1,Centro,2,2,40
51,1,Centro,0,2,40
61,2,Centro,1,2,0
39,1,Centro,0,2,0
46,2,Centro,1,0,10
31,2,Centro,1,2,30
74,2,Norte,0,0,0
37,1,Norte,1,2,30
36,1,Norte,1,2,20
25,2,Norte,2,2,10
46,1,Norte,1,2,2
48,1,Norte,1,2,30
55,1,Norte,2,2,60
18,1,Norte,1,2,0
28,2,Norte,1,0,30
63,1,Norte,2,2,60
23,2,Norte,1,0,45
67,1,Norte,2,0,60
69,2,Norte,1,2,0
36,1,Norte,2,2,30
71,2,Norte,0,0,30
38,1,Norte,2,2,30
68,1,Norte,2,2,60
66,1,Norte,0,0,0
46,2,Norte,1,0,10
54,2,Norte,2,2,15
40,1,Norte,1,2,10
53,2,Norte,0,2,30
47,1,Norte,1,2,5
50,1,Norte,2,2,60
63,2,Norte,2,2,90
54,1,Norte,2,2,0
69,2,Norte,0,2,20
52,2,Norte,2,2,60
45,2,Norte,1,0,0
35,2,Norte,2,2,30
24,2,Norte,1,2,60
59,1,Norte,1,2,10
36,1,Norte,2,2,60
34,2,Norte,2,2,25
67,1,Norte,2,0,20
49,2,Norte,2,2,0
35,2,Norte,1,2,30
50,2,Norte,1,0,30
31,1,Norte,1,2,60
30,1,Norte,2,2,20
38,2,Norte,2,2,5
30,2,Norte,2,2,30
22,2,Norte,1,0,10
77,2,Norte,1,2,0
54,2,Norte,1,2,5
56,2,Norte,0,0,10
94,2,Norte,0,0,0
63,2,Norte,2,0,20
56,1,Norte,2,2,40
80,2,Norte,1,0,30
84,1,Norte,2,0,60
54,2,Norte,2,2,30
70,2,Norte,1,2,45
47,2,Norte,1,2,60
23,1,Norte,1,2,5
26,1,Norte,1,2,30
33,2,Norte,1,0,0
50,2,Norte,1,0,15
73,1,Norte,2,0,60
26,1,Norte,2,2,60
62,1,Norte,0,2,0
52,2,Norte,1,0,60
25,1,Norte,2,2,30
70,1,Norte,2,0,30
81,2,Norte,1,0,60
75,2,Norte,1,0,10
66,1,Norte,0,0,0
69,2,Norte,0,0,20
39,2,Norte,1,2,30
51,1,Norte,2,2,60
40,2,Norte,1,0,30
37,2,Norte,1,0,60
20,1,Norte,0,2,10
32,1,Norte,1,2,30
22,2,Norte,1,0,60
39,2,Norte,1,0,0
66,1,Norte,1,2,120
49,2,Norte,2,0,30
52,2,Norte,2,2,20
27,1,Norte,2,2,120
48,1,Norte,1,2,60
61,2,Norte,0,2,30
44,1,Norte,1,2,60
42,2,Norte,1,2,0
45,2,Norte,1,2,10
25,2,Norte,0,2,15
70,2,Norte,0,0,0
61,2,Norte,0,2,0
46,2,Norte,1,2,0
33,2,Norte,1,0,30
30,1,Norte,2,2,60
68,1,Norte,2,1,60
45,2,Norte,2,0,45
50,1,Norte,2,2,90
67,2,Norte,2,0,60
87,2,Norte,2,0,0
26,1,Norte,2,2,60
84,1,Norte,2,0,60
57,1,Norte,1,2,0
45,1,Norte,1,2,60
49,2,Norte,0,0,60
53,2,Norte,1,2,0
31,2,Norte,2,2,15
50,1,Norte,1,2,0
60,2,Norte,2,2,60
26,2,Norte,2,1,30
61,2,Norte,0,0,30
31,1,Norte,1,2,0
30,2,Norte,1,2,30
35,2,Norte,1,2,0
29,2,Norte,2,2,30
25,2,Norte,1,0,20
57,1,Norte,1,2,0
23,1,Norte,1,1,20
50,1,Norte,2,2,30
40,1,Norte,2,2,60
45,1,Norte,1,2,0
61,1,Norte,2,0,120
52,1,Norte,1,2,0
58,1,Norte,1,2,30
69,2,Norte,2,0,30
35,1,Norte,2,2,20
55,2,Norte,0,0,0
34,2,Norte,2,2,30
27,1,Norte,1,2,0
53,1,Norte,1,2,0
35,2,Norte,1,2,0
36,1,Norte,2,2,10
72,2,Norte,1,0,20
33,2,Norte,2,2,0
28,2,Norte,1,2,120
36,1,Norte,2,2,30
26,2,Norte,1,0,30
68,1,Norte,2,0,60
52,1,Norte,1,2,45
57,1,Norte,1,2,30
30,1,Norte,1,1,0
19,1,Norte,2,1,90
25,2,Norte,2,0,120
65,2,Norte,2,0,20
38,2,Norte,2,0,20
36,1,Norte,2,2,30
54,2,Norte,1,0,15
22,2,Norte,1,2,60
26,2,Norte,1,2,20
21,2,Norte,2,2,10
43,1,Norte,1,2,0
60,1,Norte,1,2,0
37,2,Norte,1,2,0
46,1,Norte,1,2,60
52,2,Norte,1,0,15
22,1,Norte,1,2,15
64,2,Norte,0,0,0
57,2,Norte,0,2,15
51,1,Norte,0,0,0
31,2,Norte,1,0,20
60,2,Norte,0,2,20
64,2,Norte,1,0,30
54,1,Norte,1,2,30
21,1,Norte,2,2,15
35,1,Norte,2,2,60
49,2,Norte,2,2,120
44,2,Norte,1,0,30
26,2,Norte,1,2,0
52,1,Norte,1,2,0
74,2,Norte,1,0,20
40,2,Norte,1,2,60
61,1,Norte,2,2,90
24,1,Norte,2,1,20
47,1,Norte,2,2,60
24,2,Norte,2,0,20
75,1,Norte,1,0,30
83,2,Norte,0,0,25
70,1,Norte,1,2,0
46,1,Norte,1,2,0
24,2,Norte,2,0,20
54,1,Norte,1,2,30
37,1,Norte,2,2,30
80,2,Norte,0,0,30
65,2,Norte,1,0,60
50,2,Norte,2,2,60
22,1,Norte,2,2,30
57,2,Norte,1,2,60
68,1,Norte,1,0,20
20,1,Norte,1,2,20
35,2,Norte,1,0,60
52,1,Norte,0,2,30
69,2,Norte,1,0,90
48,1,Norte,0,2,0
43,1,Norte,1,2,30
51,2,Norte,1,0,120
21,1,Norte,2,2,60
67,2,Norte,1,0,30
47,2,Norte,1,2,30
69,2,Norte,0,0,0
59,2,Norte,0,2,0
21,2,Norte,1,2,60
71,2,Norte,1,0,0
67,2,Norte,1,0,0
58,2,Norte,1,0,60
19,1,Norte,1,1,30
58,2,Norte,1,0,30
49,2,Norte,0,2,20
56,1,Norte,1,2,30
54,2,Norte,1,0,0
69,2,Norte,0,0,0
31,1,Norte,2,2,120
32,1,Norte,1,2,30
25,2,Norte,1,0,0
26,1,Norte,1,2,20
44,2,Norte,0,2,0
26,1,Norte,2,2,90
44,1,Norte,2,2,40
52,2,Norte,1,2,0
31,2,Norte,2,2,0
44,2,Norte,2,2,10
69,1,Norte,1,2,30
62,1,Norte,2,2,0
33,2,Norte,2,2,30
55,2,Norte,1,2,0
32,2,Norte,1,2,20
29,2,Norte,1,0,10
54,2,Norte,0,2,0
50,2,Norte,1,2,120
20,1,Norte,1,2,30
28,2,Norte,1,0,0
59,1,Norte,0,2,30
29,1,Norte,2,2,0
31,2,Norte,1,2,10
24,1,Norte,2,2,10
65,1,Norte,2,0,60
41,2,Norte,2,2,30
42,1,Norte,1,2,40
50,2,Norte,2,2,20
41,1,Norte,1,2,60
58,2,Norte,1,2,120
34,1,Norte,2,2,30
49,2,Norte,1,0,20
29,1,Norte,1,2,30
33,1,Norte,1,2,0
20,2,Norte,1,2,40
51,1,Norte,1,2,90
41,1,Norte,1,2,60
25,2,Norte,1,2,0
19,2,Norte,0,2,60
48,2,Norte,2,2,120
26,2,Norte,2,2,60
35,1,Norte,2,2,30
75,2,Norte,0,0,0
73,2,Norte,1,0,0
79,1,Norte,1,0,15
74,1,Norte,1,0,60
57,2,Norte,2,2,180
71,1,Norte,1,0,20
31,1,Sur,2,2,15
63,2,Sur,2,0,30
47,2,Sur,1,2,0
28,2,Sur,1,2,20
51,2,Sur,0,0,0
31,1,Sur,2,2,20
57,2,Sur,1,2,0
21,1,Sur,1,2,60
36,2,Sur,1,0,10
84,2,Sur,0,0,60
25,2,Sur,1,0,20
32,2,Sur,2,2,30
48,2,Sur,2,2,15
29,2,Sur,1,0,10
79,1,Sur,0,0,0
42,1,Sur,1,2,30
61,2,Sur,0,0,0
37,2,Sur,2,2,20
24,2,Sur,2,2,35
39,2,Sur,1,2,30
24,2,Sur,1,2,120
67,2,Sur,0,2,15
66,2,Sur,0,0,0
38,1,Sur,1,2,10
29,1,Sur,1,2,30
52,2,Sur,0,0,10
39,1,Sur,1,2,20
45,1,Sur,2,2,15
66,2,Sur,1,0,20
25,2,Sur,2,2,30
43,2,Sur,1,2,20
48,2,Sur,1,2,15
58,2,Sur,0,2,0
52,2,Sur,1,0,60
44,2,Sur,2,2,30
26,2,Sur,1,2,60
30,1,Sur,0,2,30
73,2,Centro,1,0,30
39,1,Centro,2,2,40
22,2,Centro,2,1,90
67,2,Centro,0,2,0
49,2,Centro,1,0,45
40,2,Centro,2,2,30
41,2,Centro,1,2,0
27,2,Centro,2,1,60
42,1,Centro,2,2,60
24,2,Centro,1,2,0
36,2,Centro,2,2,15
29,2,Centro,1,2,30
52,1,Centro,2,2,0
39,2,Centro,1,2,45
22,1,Centro,1,2,15
72,2,Centro,0,0,10
29,2,Centro,2,2,20
83,1,Centro,0,0,40
28,2,Centro,1,0,0
52,2,Centro,1,0,30
62,2,Centro,2,0,0
32,1,Centro,2,2,20
30,2,Centro,2,2,0
35,2,Centro,1,2,10
50,1,Centro,1,0,60
51,2,Centro,2,2,30
56,1,Centro,1,2,40
53,2,Centro,1,2,45
46,1,Centro,2,2,120
51,2,Centro,1,2,60
43,1,Centro,0,2,0
25,2,Centro,1,0,20
55,1,Centro,1,2,40
63,1,Centro,0,2,0
55,2,Centro,2,2,45
21,2,Centro,2,1,90
49,2,Centro,1,0,20
37,1,Centro,1,2,120
31,1,Centro,1,2,0
39,1,Centro,2,2,120
38,1,Centro,1,2,0
27,2,Centro,2,2,60
70,2,Centro,2,0,30
60,1,Centro,2,0,30
18,1,Centro,1,2,0
48,2,Centro,1,2,0
50,2,Centro,1,0,60
24,1,Centro,2,2,60
26,2,Centro,2,1,60
35,1,Centro,2,2,50
55,2,Centro,2,2,90
56,1,Norte,1,2,20
35,2,Norte,2,2,30
40,2,Norte,2,2,20
53,1,Norte,1,2,60
51,1,Norte,1,2,20
27,1,Norte,1,2,30
51,2,Norte,2,2,30
20,1,Norte,1,1,120
28,2,Norte,2,2,0
64,2,Norte,1,2,60
60,2,Norte,2,0,40
44,1,Norte,1,2,40
60,2,Norte,2,2,90
58,2,Norte,1,0,0
34,1,Norte,1,0,20
54,1,Norte,1,2,0
82,2,Norte,1,0,0
47,2,Norte,1,2,20
23,2,Norte,1,0,0
53,2,Norte,0,0,0
21,2,Norte,2,2,30
49,2,Norte,0,2,0
40,1,Norte,1,2,0
23,2,Norte,1,0,0
29,1,Norte,1,2,30
54,2,Norte,0,0,60
30,2,Norte,1,2,0
32,1,Norte,2,2,30
53,2,Norte,1,2,30
37,1,Norte,2,2,40
30,2,Norte,1,2,60
40,1,Norte,1,2,0
35,2,Norte,1,2,20
36,2,Norte,2,2,30
23,1,Norte,2,2,60
34,1,Norte,2,2,20
44,2,Norte,2,2,30
82,1,Norte,1,0,20
29,1,Norte,1,2,0
45,2,Norte,1,2,0
58,2,Centro,0,2,0
30,2,Centro,1,0,30
55,1,Centro,1,2,30
36,2,Centro,1,2,25
77,1,Centro,2,0,30
28,1,Centro,2,2,30
49,1,Centro,1,2,10
40,2,Centro,1,2,15
39,2,Centro,1,0,20
20,1,Centro,1,2,20
60,1,Centro,1,2,15
68,1,Centro,0,2,10
33,1,Centro,0,2,10
18,1,Centro,1,2,30
25,1,Centro,2,2,20
66,1,Centro,2,2,0
58,1,Centro,2,2,60
42,2,Centro,1,2,0
23,2,Centro,1,2,0
58,2,Centro,0,0,30
28,2,Centro,1,2,20
30,2,Centro,1,0,60
71,2,Centro,0,0,10
30,2,Centro,1,2,30
18,2,Centro,2,1,30
32,2,Centro,2,2,30
36,1,Centro,1,2,35
25,1,Centro,1,2,25
34,2,Centro,2,2,25
54,1,Centro,1,2,20
65,1,Centro,2,2,0
60,2,Centro,1,0,20
30,2,Centro,1,2,20
46,2,Centro,2,2,20
35,1,Centro,2,2,0
22,2,Centro,1,2,0
55,2,Centro,1,2,0
71,2,Centro,0,0,30
22,2,Centro,0,0,10
46,2,Centro,0,2,20
34,2,Centro,1,0,15
66,2,Norte,1,0,0
60,2,Norte,1,0,0
58,2,Norte,0,2,0
59,1,Norte,1,2,30
69,1,Norte,0,0,30
26,1,Norte,1,2,60
31,1,Norte,2,2,60
57,2,Norte,0,0,0
27,1,Norte,1,2,20
33,1,Norte,1,2,30
30,2,Norte,2,2,30
70,2,Norte,0,0,20
41,2,Norte,1,2,0
38,1,Norte,1,2,0
24,2,Norte,1,0,20
61,1,Norte,1,0,30
24,1,Norte,2,2,60
21,1,Norte,2,2,60
44,2,Norte,1,0,30
45,1,Norte,1,2,0
35,2,Norte,1,0,0
31,2,Norte,1,2,30
22,2,Norte,1,0,60
46,1,Norte,1,2,0
32,2,Norte,1,2,20
37,1,Norte,1,2,0
35,1,Norte,2,2,60
25,2,Norte,2,2,45
71,2,Norte,1,0,0
45,1,Norte,2,2,30
24,2,Norte,1,2,10
57,1,Norte,1,2,0
34,2,Norte,1,2,0
61,2,Norte,2,2,30
56,1,Norte,1,2,0
51,1,Norte,1,2,30
22,1,Norte,1,2,0
45,2,Norte,1,2,25
21,2,Norte,1,2,30
24,2,Norte,2,2,0
69,2,Norte,0,2,0
48,2,Norte,0,2,0
47,2,Norte,0,0,5
45,2,Norte,1,0,30
21,2,Norte,1,2,30
40,1,Norte,2,2,120
61,2,Norte,0,0,0
65,2,Norte,2,0,0
54,1,Norte,1,2,10
47,2,Norte,1,2,0
39,2,Norte,2,2,10
45,1,Norte,1,2,5
20,2,Norte,1,2,20
71,1,Norte,2,2,10
57,2,Norte,2,2,20
45,2,Norte,1,2,5
26,2,Norte,1,2,30
44,1,Norte,1,2,30
22,2,Norte,1,0,10
55,1,Norte,1,2,0
47,1,Norte,1,2,20
59,2,Norte,2,2,30
65,2,Norte,1,0,90
61,2,Norte,2,0,20
63,2,Norte,2,2,30
67,2,Norte,2,0,60
50,1,Norte,1,2,5
25,1,Norte,0,2,0
33,2,Norte,1,2,0
51,2,Norte,2,2,5
65,2,Norte,2,0,0
21,1,Norte,2,2,30
62,2,Norte,2,0,60
31,2,Norte,2,2,60
82,2,Norte,0,0,15
52,1,Norte,2,2,0
53,2,Norte,2,2,45
62,1,Norte,1,2,0
60,1,Norte,1,0,0
28,2,Norte,2,2,25
67,2,Norte,1,0,30
76,1,Norte,2,2,30
32,2,Norte,2,2,30
46,2,Norte,2,2,20
71,2,Norte,0,0,0
38,1,Norte,1,1,0
51,2,Norte,1,2,0
28,1,Norte,1,2,10
58,1,Norte,1,2,20
25,1,Norte,2,2,60
35,2,Norte,1,0,30
33,2,Norte,2,2,20
60,2,Norte,1,2,30
40,1,Norte,1,2,0
29,1,Norte,1,2,5
47,2,Norte,1,2,10
42,2,Norte,2,2,30
77,2,Norte,1,0,5
36,1,Norte,0,2,0
19,2,Norte,1,2,20
45,1,Norte,1,2,0
26,2,Norte,1,2,0
28,1,Norte,1,2,0
30,2,Norte,1,2,60
46,1,Norte,1,2,15
54,1,Norte,1,2,0
66,2,Norte,1,0,20
54,1,Norte,1,2,20
30,2,Norte,2,2,30
56,2,Norte,2,2,60
56,1,Norte,2,2,40
43,2,Norte,1,0,0
71,2,Norte,2,0,70
63,1,Norte,2,0,20
44,1,Norte,1,2,20
47,1,Norte,1,2,0
47,2,Norte,1,2,30
19,1,Norte,1,2,30
58,2,Norte,1,2,0
43,2,Norte,1,2,60
47,2,Norte,1,2,30
32,2,Sur,1,2,30
45,1,Sur,2,2,30
68,1,Sur,2,2,45
71,2,Sur,1,0,10
26,2,Sur,2,2,60
46,1,Sur,2,2,30
61,1,Sur,1,2,20
34,1,Sur,2,2,5
61,2,Sur,1,0,10
28,2,Sur,2,2,0
27,2,Sur,1,0,20
39,1,Sur,1,2,30
69,1,Sur,1,2,30
46,2,Sur,1,2,5
57,2,Sur,1,2,10
47,2,Sur,1,2,10
47,1,Sur,1,2,0
40,2,Sur,2,2,30
49,2,Sur,2,2,180
74,2,Sur,1,0,0
65,2,Sur,1,0,30
22,2,Sur,2,2,10
62,2,Sur,0,2,0
41,2,Sur,2,2,60
42,1,Sur,1,2,20
76,2,Sur,0,0,0
54,2,Sur,2,2,30
32,2,Sur,1,0,10
58,2,Sur,0,0,5
73,2,Sur,0,0,10
25,2,Sur,2,0,15
48,2,Sur,1,2,60
37,1,Sur,2,2,25
44,2,Sur,1,2,15
46,1,Norte,1,2,20
37,2,Norte,1,2,0
24,1,Norte,1,2,0
46,2,Norte,2,2,0
73,2,Norte,0,0,0
36,2,Norte,1,2,60
71,1,Norte,1,0,0
39,2,Norte,1,0,5
77,1,Norte,2,0,40
30,1,Norte,2,2,40
39,1,Norte,2,0,0
49,2,Norte,1,2,30
55,1,Norte,1,2,20
35,2,Norte,2,2,40
44,1,Norte,1,2,30
35,2,Norte,1,0,30
21,1,Norte,2,1,30
36,2,Norte,1,0,30
41,1,Norte,1,2,0
21,2,Norte,1,0,30
64,2,Norte,0,0,0
24,1,Norte,1,2,35
20,1,Norte,2,1,60
25,1,Norte,1,2,0
34,2,Norte,1,2,0
24,1,Norte,1,1,0
44,1,Norte,1,2,60
38,2,Norte,1,0,60
47,2,Norte,1,0,30
55,2,Norte,2,2,0
60,1,Norte,2,2,0
53,2,Norte,1,0,40
21,2,Norte,2,1,60
40,2,Norte,1,0,5
55,2,Norte,0,0,30
87,1,Norte,0,0,0
41,2,Norte,2,2,0
51,2,Norte,1,2,0
40,2,Norte,2,2,120
60,2,Norte,1,0,15
62,1,Norte,2,0,60
47,1,Norte,0,2,0
34,1,Norte,2,2,30
44,1,Norte,0,2,0
33,2,Sur,1,0,30
33,2,Sur,0,2,15
71,1,Sur,0,0,0
19,1,Sur,1,2,30
30,2,Sur,1,0,0
31,2,Sur,2,0,0
40,2,Sur,1,0,60
62,1,Sur,1,2,0
56,2,Sur,1,0,10
38,1,Sur,1,2,0
23,2,Sur,1,2,10
57,2,Sur,1,0,0
67,2,Sur,1,0,60
18,1,Sur,1,2,60
30,2,Sur,2,2,20
54,2,Sur,1,0,60
45,1,Sur,2,2,40
28,2,Sur,1,2,20
44,2,Sur,1,0,0
44,2,Sur,2,2,10
55,1,Sur,2,2,10
24,2,Sur,2,2,60
20,2,Sur,1,0,10
42,2,Sur,1,0,20
28,2,Sur,1,2,0
47,2,Sur,1,0,0
51,2,Sur,0,0,0
21,2,Sur,1,2,30
55,1,Sur,1,2,120
56,1,Sur,1,2,0
51,1,Sur,2,2,15
61,1,Sur,0,2,0
44,1,Sur,1,2,60
21,1,Sur,0,2,38
28,1,Sur,1,2,0
29,2,Sur,2,2,20
51,2,Sur,1,0,0
37,1,Sur,1,2,10
62,2,Sur,0,0,40
60,1,Sur,1,2,30
52,2,Sur,1,2,45
37,1,Sur,2,2,60
33,1,Sur,2,2,50
60,2,Sur,1,0,20
55,1,Sur,1,2,0
63,2,Sur,0,0,60
40,2,Sur,1,2,0
51,2,Sur,2,0,45
23,1,Sur,1,2,50
57,2,Sur,0,2,0
78,2,Sur,0,2,0
50,2,Sur,0,2,10
38,2,Sur,1,2,60
48,2,Sur,1,0,25
33,1,Sur,0,2,0
59,1,Sur,1,2,50
51,2,Sur,1,0,30
48,2,Sur,2,0,60
44,2,Sur,2,2,70
42,1,Sur,1,2,0
75,2,Sur,0,2,0
77,2,Sur,0,2,10
25,2,Sur,1,2,20
35,2,Sur,1,2,50
57,2,Sur,1,0,45
41,1,Sur,2,2,60
40,1,Sur,1,2,0
61,2,Sur,1,0,60
24,2,Sur,2,2,60
52,1,Sur,1,2,60
45,2,Sur,1,0,10
88,2,Sur,0,0,0
28,2,Sur,1,0,45
69,2,Sur,1,2,40
42,1,Sur,2,2,50
60,1,Sur,0,0,40
27,2,Sur,0,2,60
31,2,Sur,1,2,5
81,1,Sur,0,0,0
58,1,Sur,0,2,0
23,2,Sur,1,2,40
44,1,Sur,1,2,0
35,1,Sur,2,2,120
44,2,Sur,2,2,40
31,2,Sur,1,0,60
28,2,Sur,2,0,35
24,2,Sur,1,0,30
40,1,Sur,1,2,30
61,2,Sur,2,2,20
33,2,Sur,2,2,20
38,2,Sur,1,2,0
66,2,Sur,1,0,120
63,1,Sur,0,2,15
67,2,Sur,2,2,60
35,1,Sur,1,2,30
50,1,Sur,1,2,15
72,2,Sur,1,2,30
64,1,Sur,2,2,120
69,1,Sur,0,0,0
58,2,Sur,2,0,60
67,2,Sur,2,0,0
64,2,Sur,0,2,10
42,1,Sur,2,2,30
64,2,Sur,0,0,0
68,2,Sur,1,0,0
65,2,Sur,0,0,0
70,1,Sur,1,2,30
70,2,Sur,1,0,0
29,1,Sur,1,2,20
38,1,Sur,2,2,30
53,1,Sur,1,2,0
28,2,Sur,1,0,0
19,2,Sur,1,2,60
67,1,Centro,2,0,120
31,1,Centro,2,2,30
40,2,Centro,2,0,30
63,2,Centro,1,0,0
64,2,Centro,2,0,30
68,1,Centro,2,0,0
78,2,Centro,2,0,30
33,2,Centro,2,2,30
46,2,Centro,1,2,0
31,2,Centro,1,2,20
19,2,Centro,1,1,30
48,2,Centro,1,0,10
41,2,Centro,2,2,0
74,1,Centro,0,0,0
21,1,Centro,2,2,20
33,1,Centro,1,2,60
44,2,Centro,1,2,30
47,2,Centro,1,1,30
25,2,Centro,1,0,60
41,1,Centro,0,2,15
63,2,Centro,0,2,0
49,2,Centro,1,0,0
53,1,Centro,1,2,5
76,2,Centro,0,0,15
47,2,Centro,2,1,60
63,2,Centro,0,0,20
61,1,Centro,2,0,10
59,2,Centro,0,0,120
36,2,Centro,2,2,30
21,2,Centro,2,1,10
51,2,Centro,2,2,0
29,1,Centro,1,2,0
53,1,Centro,1,2,10
65,2,Centro,0,0,0
44,2,Centro,1,0,0
52,1,Centro,1,2,20
36,2,Centro,1,2,0
74,2,Centro,0,0,30
53,1,Centro,1,2,15
23,2,Centro,2,2,30
57,2,Centro,1,2,0
53,1,Centro,2,2,0
36,1,Centro,1,2,20
40,1,Centro,2,2,60
22,1,Centro,1,2,20
22,1,Centro,1,2,30
39,1,Centro,0,2,0
28,2,Centro,1,2,30
40,2,Centro,1,0,30
58,1,Centro,1,2,0
55,2,Centro,1,0,60
30,2,Centro,1,0,20
38,2,Centro,1,2,10
54,2,Centro,2,0,0
47,1,Centro,1,2,30
39,1,Centro,2,2,60
40,2,Centro,0,0,0
56,1,Centro,1,2,0
27,2,Centro,2,2,30
56,2,Centro,0,0,0
77,2,Centro,1,0,0
30,1,Centro,1,2,15
49,1,Centro,1,2,0
30,1,Centro,1,2,10
57,1,Centro,1,2,0
60,1,Centro,1,2,20
43,2,Centro,1,2,0
37,2,Centro,1,0,0
58,2,Centro,0,2,0
51,2,Centro,0,0,0
38,2,Centro,1,0,20
50,2,Centro,0,0,0
35,1,Centro,2,2,0
36,1,Centro,2,2,20
55,1,Centro,2,2,30
52,2,Centro,2,2,15
39,2,Centro,2,2,20
24,1,Norte,1,2,15
36,2,Norte,0,2,0
39,2,Norte,1,2,0
35,1,Norte,1,2,20
59,1,Norte,1,2,15
29,1,Norte,1,2,30
20,2,Norte,2,1,60
26,1,Norte,1,2,40
52,2,Norte,1,0,0
23,2,Norte,1,2,15
22,1,Norte,1,2,30
