edad,sexo,entidad,nivel_segmentado,cond_act_segmentado,p26
77,1,Centro,0,0,0
82,1,Centro,0,0,0
37,1,Centro,1,2,0
64,2,Centro,0,0,0
19,2,Centro,1,2,60
69,1,Centro,1,2,40
54,2,Centro,0,2,0
54,2,Centro,1,0,60
29,2,Centro,2,2,60
72,1,Centro,2,2,120
65,1,Centro,2,0,40
57,1,Centro,2,2,120
64,2,Centro,0,0,0
36,2,Centro,2,2,60
18,1,Centro,1,2,0
40,1,Centro,2,2,30
44,2,Centro,1,2,0
72,1,Centro,0,2,0
46,2,Centro,1,2,0
60,2,Centro,0,0,30
49,2,Centro,1,2,0
47,1,Centro,1,2,0
23,2,Centro,2,2,0
29,2,Centro,1,2,0
58,2,Centro,1,2,0
63,1,Centro,2,0,45
35,1,Centro,2,2,30
42,1,Centro,1,2,0
48,1,Centro,2,2,40
45,2,Centro,1,2,0
57,1,Centro,2,2,30
29,1,Centro,2,2,0
36,2,Centro,1,0,0
35,2,Centro,1,2,30
86,2,Centro,0,2,0
43,1,Centro,0,2,0
55,1,Centro,1,2,0
31,1,Centro,1,2,30
44,1,Centro,2,2,90
49,2,Centro,0,0,30
60,1,Centro,0,2,0
69,2,Centro,0,0,0
38,1,Centro,1,2,20
68,2,Centro,0,2,60
28,2,Centro,2,2,0
64,1,Centro,2,2,0
46,2,Centro,2,0,60
61,1,Centro,2,2,180
40,1,Centro,2,2,120
62,1,Centro,1,0,30
55,2,Centro,1,0,60
56,2,Centro,0,0,30
86,2,Centro,0,0,0
58,2,Centro,1,2,60
65,1,Centro,1,2,0
32,2,Centro,2,2,10
58,2,Centro,1,2,0
22,2,Centro,2,1,120
40,2,Centro,2,2,40
57,1,Centro,1,2,60
34,2,Centro,2,2,180
19,2,Centro,1,1,60
52,1,Centro,1,2,0
38,2,Centro,1,0,0
55,2,Centro,1,2,60
32,2,Centro,2,2,30
69,1,Centro,1,0,90
49,2,Centro,1,2,0
26,1,Centro,2,2,30
48,2,Centro,1,2,0
19,2,Centro,1,2,0
29,1,Centro,1,2,15
62,2,Centro,2,2,60
33,1,Centro,2,2,20
54,1,Centro,1,2,30
24,2,Centro,1,0,10
40,2,Centro,1,0,30
73,2,Centro,2,0,30
20,2,Centro,2,1,120
45,2,Centro,1,1,5
37,1,Centro,1,2,10
21,1,Centro,1,2,30
32,2,Centro,1,2,30
35,1,Centro,1,2,30
27,1,Centro,2,2,30
67,1,Centro,0,2,0
25,1,Centro,2,2,60
63,1,Centro,2,2,45
51,2,Centro,1,2,0
63,1,Centro,0,2,15
30,1,Centro,2,2,30
52,2,Centro,1,2,10
71,2,Centro,1,0,10
31,2,Centro,1,2,20
41,1,Centro,0,2,0
32,1,Centro,2,2,30
66,2,Centro,0,2,0
66,2,Centro,2,2,30
59,1,Centro,0,2,0
38,1,Centro,2,2,60
40,2,Centro,1,0,30
60,2,Centro,1,2,0
38,1,Centro,0,2,0
64,2,Centro,1,0,60
48,1,Centro,1,2,0
63,2,Centro,1,0,0
30,2,Norte,2,2,25
50,1,Norte,2,2,20
41,1,Norte,2,2,60
36,1,Norte,1,2,30
24,2,Norte,2,2,10
73,2,Norte,0,0,0
37,2,Norte,1,2,60
29,2,Norte,1,2,15
23,1,Norte,1,2,60
32,1,Norte,1,2,20
49,1,Norte,1,2,0
68,2,Norte,1,2,40
35,1,Norte,2,2,30
70,2,Norte,2,0,30
65,1,Norte,0,0,0
69,2,Norte,0,0,0
67,1,Norte,2,2,60
45,2,Norte,1,2,0
35,1,Norte,0,2,0
57,2,Norte,0,0,0
40,2,Norte,1,2,0
59,2,Norte,1,2,0
51,1,Norte,1,2,0
38,2,Norte,1,2,0
26,1,Norte,1,2,30
29,1,Norte,2,2,60
49,1,Norte,2,2,30
38,1,Norte,2,2,40
62,2,Norte,2,2,0
49,2,Norte,1,0,30
66,1,Norte,2,0,10
48,2,Norte,2,2,0
34,2,Norte,1,2,30
37,2,Norte,1,2,60
59,2,Norte,1,0,120
60,2,Norte,0,0,60
36,2,Norte,2,2,120
67,2,Norte,0,0,0
28,1,Norte,2,2,0
21,2,Norte,1,0,0
55,2,Norte,0,2,0
53,2,Norte,1,2,0
76,2,Norte,1,2,15
55,1,Norte,2,2,10
80,2,Norte,1,0,60
69,1,Norte,2,0,25
68,2,Norte,0,0,15
65,1,Norte,0,0,0
38,2,Norte,1,0,20
39,2,Norte,1,0,60
50,1,Norte,2,2,120
33,2,Norte,2,2,15
75,2,Norte,0,0,0
41,2,Norte,1,0,0
54,2,Norte,1,0,30
26,1,Norte,2,2,60
47,1,Norte,1,2,40
60,2,Norte,0,2,0
59,1,Norte,1,2,0
50,2,Norte,1,2,0
50,2,Norte,1,2,20
27,1,Norte,1,2,30
70,2,Norte,0,0,0
50,1,Norte,0,2,0
32,2,Norte,1,0,60
45,2,Norte,1,2,120
64,2,Norte,2,0,25
32,1,Norte,2,2,15
66,2,Norte,2,0,30
60,2,Norte,1,0,30
46,2,Norte,0,0,0
62,2,Norte,1,0,0
50,1,Norte,1,2,60
37,1,Norte,1,2,5
38,1,Norte,2,2,90
56,1,Norte,1,2,0
44,1,Norte,1,2,20
44,1,Norte,1,2,60
30,2,Norte,2,2,30
48,2,Norte,0,0,30
49,1,Norte,1,1,60
25,2,Norte,2,1,60
18,2,Norte,1,2,60
23,1,Norte,1,2,30
42,1,Norte,2,2,20
29,2,Norte,1,2,60
25,1,Norte,1,2,30
58,2,Norte,1,2,180
56,2,Norte,0,0,0
55,2,Norte,1,2,0
34,2,Norte,2,2,40
21,1,Norte,1,2,30
31,1,Norte,2,1,60
39,2,Norte,1,0,30
47,2,Norte,2,0,60
22,1,Norte,1,2,15
24,2,Norte,1,0,15
56,1,Norte,1,2,10
28,2,Norte,2,2,15
50,1,Norte,2,2,20
57,1,Norte,1,2,8
33,1,Norte,2,2,30
70,2,Norte,2,0,90
71,1,Norte,2,2,45
68,2,Norte,2,0,30
34,1,Norte,2,2,60
56,1,Norte,1,2,0
33,2,Norte,2,2,60
62,1,Norte,1,2,0
41,2,Norte,1,0,30
40,2,Norte,1,0,40
50,1,Norte,1,2,10
47,1,Norte,1,2,30
76,2,Norte,0,0,0
32,2,Norte,2,2,30
51,1,Norte,1,2,25
29,1,Norte,1,2,0
43,2,Norte,1,0,0
55,2,Norte,2,0,25
56,1,Norte,1,2,25
28,1,Norte,1,2,0
35,1,Norte,1,2,60
29,1,Norte,1,1,10
43,2,Norte,1,2,20
72,2,Norte,2,0,20
44,2,Norte,2,0,30
72,1,Norte,2,0,0
59,2,Norte,2,0,15
55,1,Norte,1,2,30
66,1,Norte,0,0,0
28,2,Norte,1,2,0
27,2,Norte,2,2,45
45,1,Norte,1,2,0
54,1,Norte,1,2,30
49,1,Norte,1,2,10
23,1,Norte,1,2,120
40,2,Norte,2,2,120
22,2,Norte,2,2,15
56,1,Norte,1,2,30
22,1,Norte,1,1,20
38,1,Norte,1,2,0
42,1,Norte,1,2,0
20,2,Norte,2,2,10
36,2,Norte,1,2,0
59,1,Norte,1,2,0
41,2,Norte,2,0,30
28,2,Norte,2,2,120
55,2,Norte,1,0,0
39,1,Norte,1,2,25
40,2,Norte,1,0,15
54,2,Norte,0,0,10
56,2,Norte,1,2,15
31,1,Norte,1,2,10
40,2,Norte,1,2,20
39,1,Norte,1,2,40
36,2,Norte,1,0,30
50,1,Norte,0,0,0
27,1,Norte,2,2,20
60,2,Norte,0,2,0
30,2,Norte,1,0,0
63,2,Norte,1,2,40
20,1,Norte,2,1,30
53,1,Norte,1,1,0
25,2,Norte,1,2,10
48,2,Norte,2,2,40
43,2,Norte,1,0,10
34,1,Norte,2,2,15
69,2,Norte,0,0,10
73,2,Norte,1,0,20
72,2,Norte,2,0,60
68,2,Norte,0,0,0
33,1,Norte,2,2,60
63,2,Norte,1,0,90
45,1,Norte,2,2,30
55,1,Norte,1,2,20
44,1,Norte,1,2,25
58,1,Norte,1,2,30
55,1,Norte,1,2,60
78,1,Norte,1,0,0
18,1,Norte,1,1,30
68,2,Norte,0,0,0
53,2,Norte,1,0,60
38,2,Norte,1,2,20
58,2,Norte,1,0,0
52,2,Norte,1,2,0
55,2,Norte,1,0,0
58,2,Norte,0,0,0
61,2,Norte,0,0,0
63,2,Norte,0,0,0
46,1,Norte,1,2,10
44,1,Norte,2,2,20
51,2,Norte,1,2,30
48,2,Norte,2,2,60
46,1,Norte,2,2,40
56,1,Norte,2,2,40
50,1,Norte,2,2,30
61,1,Norte,2,2,60
54,2,Norte,1,0,5
31,2,Norte,1,2,30
53,2,Norte,0,2,0
49,1,Norte,1,2,30
19,1,Norte,1,2,30
49,2,Norte,1,2,45
48,2,Norte,1,2,20
30,1,Norte,2,2,60
44,2,Norte,1,2,30
33,2,Norte,1,2,0
55,1,Norte,1,2,20
43,1,Norte,1,2,60
37,2,Norte,1,2,40
28,1,Norte,2,2,30
27,2,Norte,1,0,30
25,1,Norte,1,2,35
41,1,Norte,1,2,30
40,2,Norte,2,2,60
49,2,Norte,2,2,20
40,1,Norte,1,2,120
57,2,Norte,1,2,60
22,1,Norte,2,2,180
28,1,Norte,1,2,30
48,2,Norte,1,0,10
32,1,Norte,1,2,20
40,1,Norte,1,2,30
19,2,Norte,1,2,30
60,1,Norte,1,2,60
72,2,Norte,1,0,0
25,2,Norte,2,2,20
34,1,Norte,2,2,60
74,2,Norte,0,0,0
73,1,Norte,1,0,20
78,1,Norte,1,2,90
70,1,Norte,1,2,15
56,2,Norte,2,2,30
36,2,Norte,1,2,10
41,2,Norte,1,2,20
36,1,Norte,1,2,60
35,1,Norte,2,2,30
20,2,Norte,2,2,30
31,2,Norte,1,0,0
45,2,Norte,1,0,0
61,1,Norte,1,2,0
31,1,Norte,1,2,0
35,2,Sur,2,2,25
43,1,Sur,2,2,60
30,1,Sur,2,2,5
41,1,Sur,0,0,0
46,2,Sur,1,2,0
62,2,Sur,2,0,15
30,1,Sur,2,2,50
27,2,Sur,1,2,30
56,2,Sur,1,2,0
47,1,Sur,1,2,60
35,2,Sur,1,2,15
20,1,Sur,1,2,60
53,2,Sur,1,2,60
57,2,Sur,1,2,45
76,2,Sur,1,0,0
36,2,Sur,1,2,20
33,2,Sur,1,0,10
30,2,Sur,1,0,30
39,2,Sur,0,2,0
24,2,Sur,2,2,120
65,2,Sur,1,0,10
41,2,Sur,2,2,15
33,1,Sur,1,2,30
37,2,Sur,2,0,45
39,1,Sur,1,2,0
57,2,Sur,0,2,0
22,2,Sur,2,2,30
47,2,Sur,1,2,30
43,2,Sur,2,2,120
29,1,Sur,0,2,25
28,2,Sur,1,2,10
46,2,Sur,1,2,0
71,1,Sur,0,2,30
70,2,Sur,0,0,20
63,2,Sur,1,2,30
61,2,Sur,1,0,60
59,2,Centro,1,0,30
32,2,Centro,2,2,25
21,2,Centro,2,1,40
75,2,Centro,0,0,40
67,2,Centro,1,0,60
70,2,Centro,0,2,100
80,1,Centro,0,0,0
48,2,Centro,1,0,30
40,2,Centro,1,2,0
41,1,Centro,1,2,10
66,2,Centro,0,2,0
34,2,Centro,2,0,25
29,2,Centro,2,1,120
47,2,Centro,2,2,0
56,2,Centro,1,0,0
58,2,Centro,0,2,0
64,2,Centro,1,2,90
51,1,Centro,2,2,30
34,2,Centro,1,2,0
51,2,Centro,1,0,40
82,1,Centro,0,0,40
27,2,Centro,1,2,15
61,2,Centro,2,0,20
50,2,Centro,2,2,60
52,2,Centro,1,2,0
55,1,Centro,1,2,60
49,1,Centro,1,0,45
54,1,Centro,1,2,30
62,1,Centro,0,2,0
65,2,Centro,0,0,30
20,2,Centro,2,1,120
54,2,Centro,2,1,120
73,1,Centro,2,2,60
30,1,Centro,1,2,120
34,2,Centro,2,2,15
20,1,Centro,1,2,15
70,1,Centro,0,2,0
35,2,Centro,1,2,0
56,2,Centro,1,2,0
51,2,Centro,2,2,20
79,2,Centro,1,0,0
50,2,Centro,2,0,60
59,2,Centro,1,2,0
25,2,Centro,2,1,30
54,2,Centro,2,2,30
24,2,Centro,1,2,40
61,1,Centro,2,2,20
62,1,Centro,2,0,0
73,2,Centro,0,2,0
72,1,Centro,1,0,40
45,2,Centro,1,2,45
65,2,Centro,0,0,30
46,2,Centro,1,2,0
41,2,Centro,1,0,30
39,1,Norte,0,2,0
55,2,Norte,2,2,0
38,2,Norte,1,2,15
67,2,Norte,1,0,15
38,2,Norte,1,0,0
47,1,Norte,1,2,60
66,1,Norte,0,2,20
55,2,Norte,1,0,0
77,2,Norte,1,0,0
63,2,Norte,1,2,60
50,2,Norte,2,2,30
19,1,Norte,1,1,120
34,1,Norte,1,0,0
57,2,Norte,1,0,120
53,1,Norte,1,2,15
46,2,Norte,1,2,40
22,2,Norte,1,0,0
81,2,Norte,1,0,0
18,2,Norte,1,2,120
28,1,Norte,1,2,0
22,2,Norte,1,0,0
53,2,Norte,0,0,40
58,1,Norte,2,0,0
33,1,Norte,2,2,70
61,2,Norte,1,0,20
54,1,Norte,1,2,90
49,1,Norte,1,2,30
31,1,Norte,2,2,15
27,2,Norte,2,2,60
56,2,Norte,2,2,20
35,2,Norte,2,2,0
39,1,Norte,1,2,0
30,1,Norte,2,2,15
70,2,Norte,1,0,0
35,1,Norte,2,2,20
43,2,Norte,2,2,60
44,2,Norte,1,2,0
81,1,Norte,1,0,120
28,1,Norte,1,2,70
29,2,Centro,1,0,20
35,2,Centro,1,2,30
57,2,Centro,0,2,0
34,2,Centro,1,2,60
76,1,Centro,2,2,60
27,1,Centro,2,2,5
59,1,Centro,1,0,60
34,2,Centro,2,2,60
41,2,Centro,2,2,0
56,1,Centro,2,2,70
37,2,Centro,2,2,60
27,2,Centro,1,2,60
29,2,Centro,1,2,40
57,2,Centro,0,0,10
22,2,Centro,1,2,60
27,2,Centro,1,0,30
40,1,Centro,1,2,25
56,1,Centro,0,2,0
34,2,Centro,1,2,25
35,1,Centro,1,2,30
33,2,Centro,2,2,60
31,2,Centro,2,2,30
24,1,Centro,1,2,30
78,1,Centro,0,2,10
22,1,Centro,1,2,10
60,1,Centro,0,2,10
58,2,Centro,1,0,0
54,2,Centro,1,0,10
34,1,Centro,2,2,30
45,2,Centro,2,2,20
21,2,Centro,1,2,0
70,2,Centro,0,0,0
31,2,Centro,1,2,60
33,2,Centro,1,0,30
45,2,Centro,0,2,10
41,2,Centro,2,2,20
27,2,Centro,2,2,120
29,1,Centro,1,2,15
61,1,Centro,0,2,60
33,2,Centro,1,0,15
47,2,Norte,2,2,120
64,2,Norte,0,0,120
64,2,Norte,0,0,0
37,2,Norte,1,0,0
70,1,Norte,0,2,30
39,2,Norte,1,2,0
21,2,Norte,1,2,30
68,1,Norte,0,0,30
25,1,Norte,1,2,180
30,1,Norte,2,2,40
27,1,Norte,2,2,20
23,1,Norte,2,1,30
23,2,Norte,2,2,0
72,1,Norte,1,0,0
37,1,Norte,1,2,0
49,1,Norte,2,2,20
40,2,Norte,1,2,0
69,2,Norte,0,0,60
60,1,Norte,1,0,180
23,2,Norte,1,0,0
20,1,Norte,2,1,60
23,1,Norte,2,2,60
24,2,Norte,2,2,60
70,2,Norte,1,0,0
34,1,Norte,2,2,30
20,1,Norte,0,2,30
30,1,Norte,1,2,0
31,2,Norte,2,2,30
22,1,Norte,2,2,30
50,1,Norte,1,2,0
21,1,Norte,1,2,0
23,1,Norte,2,1,30
20,2,Norte,1,2,60
35,2,Norte,2,2,0
31,1,Norte,1,2,0
20,2,Norte,2,1,60
69,1,Norte,2,0,120
30,2,Norte,1,2,0
68,2,Norte,0,2,0
47,2,Norte,0,2,0
19,1,Norte,1,2,30
28,2,Norte,2,2,20
72,2,Norte,0,0,0
29,2,Norte,1,2,60
23,2,Norte,2,1,180
39,1,Norte,2,2,5
20,2,Norte,1,2,120
28,1,Norte,1,1,10
57,1,Norte,2,2,30
38,2,Norte,2,0,30
46,2,Norte,1,2,0
53,1,Norte,1,2,0
44,1,Norte,1,2,30
63,2,Norte,0,0,0
89,1,Norte,0,0,30
23,2,Norte,2,1,40
26,2,Norte,1,2,45
56,1,Norte,1,2,20
51,2,Norte,2,2,45
70,1,Norte,2,2,10
19,2,Norte,1,2,20
56,2,Norte,2,2,20
65,1,Norte,0,2,0
53,1,Norte,1,2,40
60,1,Norte,1,2,0
30,2,Norte,2,2,120
81,2,Norte,0,0,0
61,2,Norte,2,0,30
51,1,Norte,2,2,0
52,2,Norte,2,2,60
61,1,Norte,1,2,0
48,2,Norte,0,0,0
19,2,Norte,1,2,0
54,1,Norte,1,2,30
20,2,Norte,1,2,120
59,1,Norte,1,0,30
51,2,Norte,1,2,20
27,2,Norte,2,2,30
28,2,Norte,0,2,0
61,1,Norte,1,0,30
47,2,Norte,2,2,0
36,1,Norte,2,2,10
31,2,Norte,2,2,30
75,1,Norte,2,2,60
45,2,Norte,2,2,120
44,2,Norte,1,2,40
49,2,Norte,1,0,30
72,2,Norte,0,0,60
48,1,Norte,1,2,30
31,2,Norte,2,0,40
46,1,Norte,2,2,15
41,1,Norte,1,2,0
23,2,Norte,1,0,30
67,2,Norte,0,0,30
47,1,Norte,0,2,5
26,2,Norte,1,0,10
39,1,Norte,1,2,0
46,2,Norte,1,0,40
41,2,Norte,2,2,40
28,1,Norte,1,2,10
20,1,Norte,1,2,10
62,2,Norte,1,0,60
29,2,Norte,2,2,30
55,1,Norte,2,2,15
43,1,Norte,1,2,60
46,2,Norte,1,2,5
46,1,Norte,1,2,10
18,1,Norte,1,1,40
45,1,Norte,1,1,10
36,2,Norte,2,2,60
65,1,Norte,0,0,40
29,1,Norte,2,2,30
25,2,Norte,1,2,0
43,1,Norte,2,2,30
45,1,Norte,2,2,20
47,2,Norte,1,2,10
76,2,Norte,1,0,0
19,1,Norte,1,1,30
57,2,Norte,1,2,20
46,2,Norte,1,2,20
36,1,Norte,2,2,10
39,2,Sur,1,0,30
58,2,Sur,1,2,30
31,2,Sur,1,2,15
46,2,Sur,2,0,60
44,1,Sur,2,2,30
67,1,Sur,2,2,60
45,1,Sur,2,2,15
25,2,Sur,2,2,30
70,2,Sur,1,0,15
27,1,Sur,1,2,10
48,1,Sur,1,2,30
54,2,Sur,1,2,30
46,1,Sur,1,2,60
56,2,Sur,1,2,30
46,2,Sur,1,2,10
55,2,Sur,1,2,20
60,1,Sur,1,2,15
63,1,Sur,1,2,20
48,2,Sur,2,0,60
39,2,Sur,2,2,40
73,2,Sur,1,0,15
31,2,Sur,2,2,10
66,2,Sur,0,0,0
59,2,Sur,2,2,60
24,2,Sur,2,2,60
31,2,Sur,1,0,10
72,2,Sur,0,0,10
57,2,Sur,0,0,20
55,1,Sur,0,2,10
40,2,Sur,0,0,20
25,2,Sur,1,2,30
49,1,Sur,1,2,15
38,2,Norte,1,0,15
20,1,Norte,2,1,45
70,1,Norte,1,0,120
25,2,Norte,2,2,0
29,1,Norte,2,2,0
48,2,Norte,1,2,10
38,1,Norte,2,2,20
76,1,Norte,2,0,0
31,2,Norte,2,0,45
75,1,Norte,2,2,0
37,2,Norte,0,0,20
22,1,Norte,2,2,0
56,1,Norte,0,2,0
47,2,Norte,1,2,10
50,2,Norte,0,0,29
46,1,Norte,1,2,20
62,2,Norte,1,2,60
33,2,Norte,1,2,0
23,1,Norte,1,2,20
59,1,Norte,2,0,120
37,2,Norte,1,0,0
20,2,Norte,2,2,30
52,1,Norte,1,0,15
44,1,Norte,1,2,0
42,2,Norte,1,0,20
72,2,Norte,0,2,0
70,1,Norte,0,0,30
25,2,Norte,1,2,60
81,2,Norte,0,0,0
70,2,Norte,0,0,0
80,2,Norte,1,0,0
22,2,Norte,2,2,30
66,2,Norte,0,0,20
59,2,Norte,2,0,30
45,1,Norte,2,2,20
25,2,Norte,2,2,20
59,2,Norte,1,0,20
40,2,Norte,2,2,120
61,1,Norte,2,0,120
33,1,Norte,2,2,25
32,2,Sur,0,0,0
32,2,Sur,2,2,180
70,1,Sur,0,0,0
32,2,Sur,1,0,0
39,2,Sur,1,2,0
36,2,Sur,2,2,30
67,2,Sur,0,0,0
41,2,Sur,2,2,10
36,2,Sur,2,2,120
63,2,Sur,0,2,10
71,2,Sur,0,2,0
31,2,Sur,1,2,0
56,2,Sur,1,0,60
66,2,Sur,1,2,60
39,1,Sur,1,2,60
44,1,Sur,2,2,60
27,2,Sur,1,0,20
29,2,Sur,2,2,30
28,1,Sur,1,2,15
26,2,Sur,1,0,10
42,2,Sur,2,2,30
52,1,Sur,1,2,0
28,2,Sur,1,2,120
19,2,Sur,1,0,10
41,2,Sur,1,2,0
27,2,Sur,1,2,0
39,1,Sur,2,2,30
54,1,Sur,1,2,90
55,1,Sur,1,2,0
50,1,Sur,2,2,45
70,1,Sur,2,2,120
56,1,Sur,2,2,60
63,2,Sur,2,0,30
60,1,Sur,0,2,0
43,1,Sur,1,2,0
97,2,Sur,0,0,0
78,1,Sur,0,2,0
34,1,Sur,1,2,60
32,1,Sur,2,2,0
51,2,Sur,1,2,20
54,1,Sur,1,2,20
55,2,Sur,1,0,40
39,2,Sur,1,0,30
62,2,Sur,0,2,0
69,2,Sur,2,0,30
64,2,Sur,1,0,50
54,1,Sur,2,2,30
81,1,Sur,0,0,90
30,1,Sur,1,2,40
80,2,Sur,1,0,30
37,1,Sur,2,2,60
32,1,Sur,0,2,0
58,1,Sur,1,2,20
47,2,Sur,1,0,0
43,2,Sur,2,2,60
47,2,Sur,2,0,50
28,2,Sur,2,0,60
47,2,Sur,0,0,30
57,2,Sur,1,2,0
55,2,Sur,0,0,0
62,2,Sur,0,2,0
47,1,Sur,2,2,40
68,2,Sur,1,0,10
27,2,Sur,1,0,60
41,1,Sur,2,2,0
59,1,Sur,0,0,35
70,2,Sur,1,0,60
80,1,Sur,0,0,30
91,2,Sur,0,0,0
36,2,Sur,0,0,0
30,2,Sur,1,2,20
57,1,Sur,0,2,40
26,2,Sur,0,2,30
80,1,Sur,0,2,0
32,1,Sur,1,2,10
55,2,Sur,2,2,25
26,2,Sur,2,2,80
52,1,Sur,1,2,45
63,2,Sur,1,2,30
64,2,Sur,2,2,60
27,2,Sur,2,0,40
39,1,Sur,1,2,0
23,2,Sur,1,0,30
30,2,Sur,1,0,30
32,2,Sur,2,2,15
60,2,Sur,2,2,60
37,2,Sur,1,2,30
83,2,Sur,0,0,30
65,2,Sur,1,0,120
41,2,Sur,1,2,15
54,2,Sur,1,2,0
59,2,Sur,2,0,6
25,2,Sur,1,2,15
41,2,Sur,1,2,15
38,2,Sur,2,2,0
68,1,Sur,0,0,0
57,2,Sur,2,0,60
30,2,Sur,1,2,15
56,2,Sur,1,2,0
30,1,Sur,1,2,25
28,1,Sur,1,2,10
46,1,Sur,0,2,120
28,1,Sur,1,2,15
69,2,Sur,1,0,20
37,1,Sur,2,2,30
30,2,Sur,1,2,30
72,2,Sur,1,2,10
41,2,Sur,1,2,30
54,1,Sur,1,2,0
29,1,Sur,1,2,15
57,1,Sur,0,2,0
28,1,Sur,1,2,60
27,2,Sur,1,0,0
52,1,Sur,1,2,10
18,2,Sur,1,2,0
23,2,Centro,2,2,30
36,2,Centro,2,2,30
67,2,Centro,1,0,120
69,2,Centro,2,0,60
67,1,Centro,2,0,0
62,2,Centro,1,0,0
77,2,Centro,2,0,60
63,2,Centro,2,0,30
73,1,Centro,0,0,0
40,2,Centro,2,2,30
47,2,Centro,1,0,20
18,2,Centro,1,1,30
33,2,Centro,1,0,0
42,2,Centro,2,2,60
28,2,Centro,2,2,40
47,1,Centro,0,2,0
69,1,Centro,0,2,0
59,1,Centro,0,2,0
38,1,Centro,0,2,5
46,2,Centro,1,2,30
43,2,Centro,1,2,30
24,2,Centro,1,0,10
62,2,Centro,0,2,0
48,2,Centro,1,0,0
40,1,Centro,0,2,0
52,1,Centro,1,2,0
48,1,Centro,2,2,15
82,2,Centro,0,0,30
20,2,Centro,2,1,15
42,1,Centro,1,2,15
35,2,Centro,2,2,20
60,1,Centro,2,0,15
62,2,Centro,0,0,30
58,2,Centro,0,2,30
66,2,Centro,2,0,30
43,1,Centro,2,2,3
38,2,Centro,1,0,0
